Date,Hour Slot,Outdoor Steps,Basic Steps
"Thursday, August 22, 2019",3am-4am,,
"Thursday, August 22, 2019",4am-5am,,
"Thursday, August 22, 2019",5am-6am,,
"Thursday, August 22, 2019",6am-7am,1252,
"Thursday, August 22, 2019",7am-8am,178,
"Thursday, August 22, 2019",8am-9am,,
"Thursday, August 22, 2019",9am-10am,807,
"Thursday, August 22, 2019",10am-11am,,
"Thursday, August 22, 2019",11am-12pm,605,
"Thursday, August 22, 2019",12pm-1pm,,
"Thursday, August 22, 2019",1pm-2pm,,
"Thursday, August 22, 2019",2pm-3pm,686,
"Thursday, August 22, 2019",3pm-4pm,,
"Thursday, August 22, 2019",4pm-5pm,,286
"Thursday, August 22, 2019",5pm-6pm,126,
"Thursday, August 22, 2019",6pm-7pm,,
"Thursday, August 22, 2019",7pm-8pm,1703,
"Thursday, August 22, 2019",8pm-9pm,,
"Thursday, August 22, 2019",9pm-10pm,,
"Thursday, August 22, 2019",10pm-11pm,,
"Thursday, August 22, 2019",11pm-12am,,
"Friday, August 23, 2019",12am-1am,,
"Friday, August 23, 2019",1am-2am,,
"Friday, August 23, 2019",2am-3am,,
"Friday, August 23, 2019",3am-4am,,
"Friday, August 23, 2019",4am-5am,,
"Friday, August 23, 2019",5am-6am,,
"Friday, August 23, 2019",6am-7am,,
"Friday, August 23, 2019",7am-8am,2057,
"Friday, August 23, 2019",8am-9am,1096,
"Friday, August 23, 2019",9am-10am,,
"Friday, August 23, 2019",10am-11am,302,
"Friday, August 23, 2019",11am-12pm,,
"Friday, August 23, 2019",12pm-1pm,1008,
"Friday, August 23, 2019",1pm-2pm,62,
"Friday, August 23, 2019",2pm-3pm,,
"Friday, August 23, 2019",3pm-4pm,,
"Friday, August 23, 2019",4pm-5pm,,
"Friday, August 23, 2019",5pm-6pm,365,
"Friday, August 23, 2019",6pm-7pm,91,
"Friday, August 23, 2019",7pm-8pm,,
"Friday, August 23, 2019",8pm-9pm,1631,
"Friday, August 23, 2019",9pm-10pm,,
"Friday, August 23, 2019",10pm-11pm,,
"Friday, August 23, 2019",11pm-12am,,
"Saturday, August 24, 2019",12am-1am,,
"Saturday, August 24, 2019",1am-2am,,
"Saturday, August 24, 2019",2am-3am,,
"Saturday, August 24, 2019",3am-4am,,
"Saturday, August 24, 2019",4am-5am,,
"Saturday, August 24, 2019",5am-6am,140,102
"Saturday, August 24, 2019",6am-7am,319,130
"Saturday, August 24, 2019",7am-8am,360,
"Saturday, August 24, 2019",8am-9am,890,
"Saturday, August 24, 2019",9am-10am,487,
"Saturday, August 24, 2019",10am-11am,,
"Saturday, August 24, 2019",11am-12pm,,
"Saturday, August 24, 2019",12pm-1pm,43,
"Saturday, August 24, 2019",1pm-2pm,,
"Saturday, August 24, 2019",2pm-3pm,194,
"Saturday, August 24, 2019",3pm-4pm,,
"Saturday, August 24, 2019",4pm-5pm,,
"Saturday, August 24, 2019",5pm-6pm,,
"Saturday, August 24, 2019",6pm-7pm,,
"Saturday, August 24, 2019",7pm-8pm,1380,
"Saturday, August 24, 2019",8pm-9pm,78,
"Saturday, August 24, 2019",9pm-10pm,,
"Saturday, August 24, 2019",10pm-11pm,,
"Saturday, August 24, 2019",11pm-12am,,
"Sunday, August 25, 2019",12am-1am,,
"Sunday, August 25, 2019",1am-2am,,
"Sunday, August 25, 2019",2am-3am,,
"Sunday, August 25, 2019",3am-4am,,
"Sunday, August 25, 2019",4am-5am,,
"Sunday, August 25, 2019",5am-6am,,
"Sunday, August 25, 2019",6am-7am,,
"Sunday, August 25, 2019",7am-8am,,5268
"Sunday, August 25, 2019",8am-9am,,33
"Sunday, August 25, 2019",9am-10am,,
"Sunday, August 25, 2019",10am-11am,,
"Sunday, August 25, 2019",11am-12pm,,
"Sunday, August 25, 2019",12pm-1pm,,
"Sunday, August 25, 2019",1pm-2pm,,
"Sunday, August 25, 2019",2pm-3pm,,
"Sunday, August 25, 2019",3pm-4pm,59,
"Sunday, August 25, 2019",4pm-5pm,,
"Sunday, August 25, 2019",5pm-6pm,,
"Sunday, August 25, 2019",6pm-7pm,,
"Sunday, August 25, 2019",7pm-8pm,,
"Sunday, August 25, 2019",8pm-9pm,,
"Sunday, August 25, 2019",9pm-10pm,,
"Sunday, August 25, 2019",10pm-11pm,,
"Sunday, August 25, 2019",11pm-12am,,
"Monday, August 26, 2019",12am-1am,,
"Monday, August 26, 2019",1am-2am,,
"Monday, August 26, 2019",2am-3am,,
"Monday, August 26, 2019",3am-4am,,
"Monday, August 26, 2019",4am-5am,,
"Monday, August 26, 2019",5am-6am,,
"Monday, August 26, 2019",6am-7am,,
"Monday, August 26, 2019",7am-8am,,
"Monday, August 26, 2019",8am-9am,2389,
"Monday, August 26, 2019",9am-10am,15,
"Monday, August 26, 2019",10am-11am,,
"Monday, August 26, 2019",11am-12pm,,
"Monday, August 26, 2019",12pm-1pm,1216,
"Monday, August 26, 2019",1pm-2pm,1148,
"Monday, August 26, 2019",2pm-3pm,,
"Monday, August 26, 2019",3pm-4pm,,
"Monday, August 26, 2019",4pm-5pm,,
"Monday, August 26, 2019",5pm-6pm,766,
"Monday, August 26, 2019",6pm-7pm,230,
"Monday, August 26, 2019",7pm-8pm,,
"Monday, August 26, 2019",8pm-9pm,,
"Monday, August 26, 2019",9pm-10pm,,
"Monday, August 26, 2019",10pm-11pm,,
"Monday, August 26, 2019",11pm-12am,,
"Tuesday, August 27, 2019",12am-1am,,
"Tuesday, August 27, 2019",1am-2am,,
"Tuesday, August 27, 2019",2am-3am,,
"Tuesday, August 27, 2019",3am-4am,,
"Tuesday, August 27, 2019",4am-5am,,
"Tuesday, August 27, 2019",5am-6am,,
"Tuesday, August 27, 2019",6am-7am,,
"Tuesday, August 27, 2019",7am-8am,,
"Tuesday, August 27, 2019",8am-9am,,
"Tuesday, August 27, 2019",9am-10am,,
"Tuesday, August 27, 2019",10am-11am,,
"Tuesday, August 27, 2019",11am-12pm,,
"Tuesday, August 27, 2019",12pm-1pm,,
"Tuesday, August 27, 2019",1pm-2pm,,505
"Tuesday, August 27, 2019",2pm-3pm,56,
"Tuesday, August 27, 2019",3pm-4pm,,
"Tuesday, August 27, 2019",4pm-5pm,,
"Tuesday, August 27, 2019",5pm-6pm,344,
"Tuesday, August 27, 2019",6pm-7pm,,
"Tuesday, August 27, 2019",7pm-8pm,489,
"Tuesday, August 27, 2019",8pm-9pm,,
"Tuesday, August 27, 2019",9pm-10pm,1597,
"Tuesday, August 27, 2019",10pm-11pm,,
"Tuesday, August 27, 2019",11pm-12am,,
"Wednesday, August 28, 2019",12am-1am,,
"Wednesday, August 28, 2019",1am-2am,,
"Wednesday, August 28, 2019",2am-3am,29,
"Wednesday, August 28, 2019",3am-4am,,
"Wednesday, August 28, 2019",4am-5am,,
"Wednesday, August 28, 2019",5am-6am,195,
"Wednesday, August 28, 2019",6am-7am,626,
"Wednesday, August 28, 2019",7am-8am,660,
"Wednesday, August 28, 2019",8am-9am,1024,
"Wednesday, August 28, 2019",9am-10am,,
"Wednesday, August 28, 2019",10am-11am,173,
"Wednesday, August 28, 2019",11am-12pm,,
"Wednesday, August 28, 2019",12pm-1pm,,
"Wednesday, August 28, 2019",1pm-2pm,,
"Wednesday, August 28, 2019",2pm-3pm,,
"Wednesday, August 28, 2019",3pm-4pm,,
"Wednesday, August 28, 2019",4pm-5pm,,
"Wednesday, August 28, 2019",5pm-6pm,,
"Wednesday, August 28, 2019",6pm-7pm,,
"Wednesday, August 28, 2019",7pm-8pm,1883,
"Wednesday, August 28, 2019",8pm-9pm,,
"Wednesday, August 28, 2019",9pm-10pm,,
"Wednesday, August 28, 2019",10pm-11pm,,
"Wednesday, August 28, 2019",11pm-12am,,
"Thursday, August 29, 2019",12am-1am,,
"Thursday, August 29, 2019",1am-2am,,
"Thursday, August 29, 2019",2am-3am,,
"Thursday, August 29, 2019",3am-4am,,
"Thursday, August 29, 2019",4am-5am,,
"Thursday, August 29, 2019",5am-6am,,
"Thursday, August 29, 2019",6am-7am,,
"Thursday, August 29, 2019",7am-8am,,
"Thursday, August 29, 2019",8am-9am,,
"Thursday, August 29, 2019",9am-10am,,339
"Thursday, August 29, 2019",10am-11am,,
"Thursday, August 29, 2019",11am-12pm,,
"Thursday, August 29, 2019",12pm-1pm,,
"Thursday, August 29, 2019",1pm-2pm,,
"Thursday, August 29, 2019",2pm-3pm,1178,
"Thursday, August 29, 2019",3pm-4pm,,
"Thursday, August 29, 2019",4pm-5pm,,
"Thursday, August 29, 2019",5pm-6pm,,
"Thursday, August 29, 2019",6pm-7pm,573,
"Thursday, August 29, 2019",7pm-8pm,10,
"Thursday, August 29, 2019",8pm-9pm,,
"Thursday, August 29, 2019",9pm-10pm,,
"Thursday, August 29, 2019",10pm-11pm,,
"Thursday, August 29, 2019",11pm-12am,,
